,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
45,Ed Sheeran,I Don't Care (with Justin Bieber),207859,2020-05-29 14:45:00,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,3HVWdVOQ0ZA45FuZGSfvns,4
46,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),180514,2020-05-29 14:48:00,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,2Rk4JlNc2TPmZe2af99d45,4
47,Camila Cabello,Liar,177934,2020-05-29 14:51:00,0.645,0.767,1,-5.202,1,0.0299,0.0405,0.0,0.092,0.613,114.011,0llPOBVoJYDAtdmVlNE41A,4
48,Sam Smith,I’m Ready (with Demi Lovato),198416,2020-05-29 14:55:00,0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56e-05,0.282,0.152,155.051,1fipvP2zmef6vN2IwXfJhY,4
49,Bastille,Another Place,192774,2020-05-29 14:58:00,0.685,0.742,8,-5.409,1,0.0471,0.22,0.0,0.185,0.618,115.008,2Fn4gZI3MAeWTiv7cSVxZQ,4
50,Selena Gomez,Feel Me,214643,2020-05-29 15:02:00,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,4kELKaXaNP4EQR8Q8xNIID,4
51,Dan + Shay,"10,000 Hours (with Justin Bieber)",160216,2020-05-29 15:05:00,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,2wrJq5XKLnmhRXHIAf9xBa,4
52,Kygo,Like It Is,176644,2020-05-29 15:08:00,0.794,0.728,1,-6.759,1,0.114,0.121,8.82e-06,0.227,0.36,105.024,3frUvGrmGcay91lvFbOgsN,4
53,Madison Beer,Dear Society,158951,2020-05-29 15:11:00,0.651,0.594,7,-6.374,0,0.0491,0.163,0.0,0.133,0.416,145.942,0Es6dDXHGqqQWoA8tlK4LG,4
54,Rita Ora,Let You Love Me,180821,2020-05-29 15:14:00,0.531,0.854,10,-3.149,1,0.198,0.288,0.0,0.0773,0.456,94.419,6xtcFXSo8H9BZN637BMVKS,4
55,Martin Garrix,No Sleep (feat. Bonn),60004,2020-05-29 15:15:00,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,1ahVFh0ViDZr8LvkEVlq3B,4
56,Unknown Artist,Unknown Track,0,2020-05-29 16:53:00,0.286,0.00631,8,-42.724,1,0.0282,0.00017,0.0658,0.0615,0.0627,103.36,47FlbrwMWmaaC87mkVbwcZ,3
57,Tony Teff,Savage Love,2577,2020-05-29 16:59:00,0.795,0.48,3,-8.556,1,0.0688,0.243,0.0,0.271,0.723,149.919,5T490vvoFNU6psep0NPmxs,4
58,Jawsh 685,Laxed - Siren Beat,2577,2020-05-29 17:14:00,0.736,0.62,0,-8.481,0,0.11,0.0577,0.692,0.318,0.959,150.026,3BJiF37kmX4HCfYSO7qBnQ,4
59,JP Cooper,The Reason Why,50915,2020-05-29 17:20:00,0.453,0.599,2,-5.667,1,0.0257,0.259,0.196,0.132,0.202,138.036,4OTwltj2jymfgKOQBnCRw6,4
60,JP Cooper,The Reason Why,141202,2020-05-30 06:45:00,0.453,0.599,2,-5.667,1,0.0257,0.259,0.196,0.132,0.202,138.036,4OTwltj2jymfgKOQBnCRw6,4
61,Black Eyed Peas,MAMACITA,52197,2020-05-30 06:51:00,0.552,0.722,4,-3.753,0,0.0848,0.0147,0.000104,0.11,0.384,168.095,4cQAhjxynTUlhVUJN5yhUb,4
62,Jason Derulo,Stupid Love,22073,2020-05-30 06:52:00,0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987,7yBbV2k2S2uhaQc24NF2xt,4
63,Joshua Moriarty,Savage Love,15714,2020-05-30 06:52:00,0.795,0.48,3,-8.556,1,0.0688,0.243,0.0,0.271,0.723,149.919,5T490vvoFNU6psep0NPmxs,4
64,Robin Schulz,Sugar (feat. Francesco Yates),219043,2020-05-30 06:56:00,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,5tf1VVWniHgryyumXyJM7w,4
65,Tungevaag,Wolf,133850,2020-05-30 06:58:00,0.445,0.907,11,-3.894,0,0.0773,0.00161,0.0,0.403,0.71,165.069,4WXFDVe299Po8ih6Np54n2,4
66,Zedd,The Middle,182918,2020-05-30 07:04:00,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,6GG73Jik4jUlQCkKg9JuGO,4
67,Borgeous,Make Me Yours,195239,2020-05-30 07:07:00,0.715,0.491,3,-8.126,1,0.0322,0.48,1.19e-05,0.124,0.875,107.941,2u0TWxcEOhIwSzyIAwxdIs,4
68,The Vamps,All Night,197640,2020-05-30 07:11:00,0.538,0.804,8,-5.194,1,0.0358,0.0041,0.0,0.33,0.507,144.992,0dXNQ8dckG4eYfEtq9zcva,4
69,Axwell /\ Ingrosso,More Than You Know,44890,2020-05-30 07:14:00,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,6h5PAsRni4IRlxWr6uDPTP,4
70,The Vamps,All Night - Acoustic,833,2020-05-30 07:14:00,0.55,0.62,5,-5.348,1,0.037,0.0601,0.0,0.205,0.42,152.034,2Hi2tWANUXtd1URtLYgwne,4
71,The Chainsmokers,All We Know,404,2020-05-30 07:14:00,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0,2rizacJSyD9S1IQUxUxnsK,4
72,Oliver Heldens,Fire In My Soul,175253,2020-05-30 07:14:00,0.666,0.863,9,-3.313,0,0.0712,0.28,0.0,0.158,0.841,116.505,0dKDwt7DP0uH4XyGaVMtVP,4
73,Jonas Blue,Perfect Strangers - Acoustic,191206,2020-05-30 07:18:00,0.607,0.669,0,-4.443,1,0.0384,0.752,0.0,0.105,0.578,115.682,1UToeULiroxGaVUHyAb7J2,4
74,Calum Scott,Dancing On My Own - Acoustic,94019,2020-05-30 07:19:00,0.528,0.0784,1,-11.402,1,0.0413,0.954,1.54e-06,0.151,0.418,117.964,7tOAtB2F50KXEkw86frba6,4
75,Sam Feldt,Show Me Love - EDX Remix / Radio Edit,180336,2020-05-30 07:22:00,0.836,0.665,0,-5.779,1,0.0745,0.308,0.000925,0.0714,0.677,120.997,4bAmAVdks2Y84VNVVLXFwN,4
76,Tritonal,Getaway,3598,2020-05-30 07:33:00,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,0VE4kBnHJUgtMf0dy6DRmW,4
77,Tritonal,Getaway,116172,2020-05-30 08:20:00,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,0VE4kBnHJUgtMf0dy6DRmW,4
78,The Chainsmokers,Call You Mine,5610,2020-05-30 13:48:00,0.585,0.696,4,-5.6,0,0.0307,0.204,0.0,0.344,0.522,104.01,2oejEp50ZzPuQTQ6v54Evp,4
79,Joel Corry,Sorry,1186,2020-05-30 13:48:00,0.655,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.409,99.947,09CtPGIpYB4BrO8qb1RGsF,4
80,The Chainsmokers,Roses,226738,2020-05-30 13:51:00,0.613,0.6,8,-7.097,1,0.154,0.166,0.0,0.117,0.532,147.059,5YAP8zpqj1eIX88makBjDe,4
81,Sofia Carson,I Luv U (with R3HAB) - R3HAB VIP Remix,173034,2020-05-30 13:54:00,0.583,0.754,1,-7.216,1,0.178,0.148,8.24e-05,0.268,0.593,116.622,3wgHRiN7KQHoKGlUpEbXH2,4
82,Steve Aoki,I Love My Friends,185624,2020-05-30 13:57:00,0.758,0.866,9,-3.045,1,0.0681,0.0371,1.87e-05,0.178,0.506,128.011,50lvjbLuOT0pXW8JFLXGqd,4
83,DVBBS,Need U,219520,2020-05-30 14:02:00,0.718,0.596,11,-8.195,0,0.053,0.073,0.0,0.0796,0.475,87.977,5FkBoG7xkb0pPkaO8rS5td,4
84,AJ Mitchell,Slow Dance (feat. Ava Max) - Sam Feldt Remix,30002,2020-05-30 14:03:00,0.732,0.85,1,-5.999,1,0.0444,0.114,2.02e-06,0.0388,0.372,124.024,2wenGTypSYHXl1sN1pNC7X,4
85,Jason Derulo,Trumpets,217306,2020-05-31 06:24:00,0.635,0.691,0,-4.862,1,0.258,0.555,0.0,0.097,0.638,82.142,5KONnBIQ9LqCxyeSPin26k,4
86,Jason Derulo,Goodbye (feat. Nicki Minaj & Willy William),195419,2020-05-31 06:27:00,0.643,0.904,0,-3.694,1,0.0739,0.0776,0.0,0.189,0.481,103.028,5Xn4IyTtW6FUGIUyWjbUHG,4
87,Jason Derulo,Mamacita (feat. Farruko),204064,2020-05-31 06:30:00,0.593,0.787,11,-3.67,1,0.34,0.303,0.0,0.0917,0.495,191.772,7iwhbx1YQcQ675DTj6AmAb,4
88,Jason Derulo,Talk with Your Body,188750,2020-05-31 06:33:00,0.793,0.76,0,-3.704,0,0.124,0.112,0.0,0.267,0.819,102.989,7yPcAO4F6ozQi6lTi3n3Ai,4
89,Jason Derulo,Bubblegum (feat. Tyga),205971,2020-05-31 06:37:00,0.856,0.633,11,-6.429,0,0.34,0.0718,0.0,0.112,0.77,109.011,2G76iRK1fzO5MiDvcTYkET,4
90,Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,2020-05-31 06:40:00,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,6g6A7qNhTfUgOSH7ROOxTD,4
91,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),119087,2020-05-31 06:52:00,0.689,0.789,1,-4.901,1,0.122,0.154,0.0,0.203,0.745,98.043,6kex4EBAj0WHXDKZMEJaaF,4
92,Jason Derulo,Want to Want Me,207719,2020-05-31 14:14:00,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,7oGZAicScQt96OAW4AruYy,4
93,Jason Derulo,Tip Toe (feat. French Montana),187521,2020-05-31 14:18:00,0.847,0.702,10,-5.151,0,0.0596,0.0246,0.0,0.0678,0.647,98.008,0TY3jVGwGDwDabLyQLVRQQ,4
94,LAY,Let’s SHUT UP & DANCE,208260,2020-05-31 14:22:00,0.765,0.893,6,-2.891,0,0.209,0.042,0.000271,0.0331,0.715,110.051,05fVrhFBjfElZiDfHDRxhF,4
95,Jason Derulo,If It Ain't Love,203105,2020-05-31 14:25:00,0.503,0.843,10,-4.991,0,0.316,0.0487,0.0,0.344,0.778,128.63,5YHR8wBR5jXfGtP766NiAT,4
96,Jason Derulo,It Girl,192200,2020-05-31 14:29:00,0.97,0.707,1,-5.497,1,0.259,0.00807,0.0,0.314,0.408,124.974,5a8z2vyIDKMh5qcRG6w9wu,4
97,HRVY,Million Ways,169887,2020-05-31 14:32:00,0.645,0.803,6,-4.819,1,0.034,0.0312,0.0,0.13,0.471,106.03,3wuR0YSNdT9rgWfFi1lctv,4
98,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",129844,2020-05-31 14:34:00,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,5Gu0PDLN4YJeW75PpBSg9p,4
99,Robin Schulz,Sugar (feat. Francesco Yates),219043,2020-05-31 14:38:00,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,5tf1VVWniHgryyumXyJM7w,4
100,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,180565,2020-05-31 14:41:00,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,023OVLNzXhX0j7CxswUt6D,4
101,Cheat Codes,Let Me Hold You (Turn Me On),162425,2020-05-31 14:44:00,0.681,0.774,1,-3.167,0,0.0787,0.0992,0.0,0.35,0.267,102.924,3aLWuWKHaTV4Ok7LKvXRYn,4
102,Axwell /\ Ingrosso,More Than You Know,203000,2020-05-31 14:47:00,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,6h5PAsRni4IRlxWr6uDPTP,4
103,Matt Simons,Catch & Release - Deepend Remix,155726,2020-05-31 14:50:00,0.838,0.536,1,-8.645,0,0.0478,0.555,0.000376,0.111,0.107,104.988,11BAVEGi1ivJ6JWLqKUNrZ,4
104,One Direction,Perfect,230333,2020-05-31 14:54:00,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,0tgVpDi06FyKpA1z0VMD4v,3
105,OMI,Masterpiece,180875,2020-05-31 14:57:00,0.324,0.863,10,-3.716,0,0.123,0.000109,0.0,0.311,0.394,177.985,3c9kVsKF68xMzlS0NikVn3,4
106,OMI,Hula Hoop,205474,2020-05-31 15:00:00,0.671,0.843,10,-4.509,0,0.0385,0.0277,0.0,0.295,0.567,121.973,07AiWpzE3B8aAuFAIfrlQ7,4
107,OMI,Cheerleader,154208,2020-05-31 15:03:00,0.864,0.719,4,-5.047,1,0.031,0.199,0.0,0.182,0.943,100.008,1u2hPlWD5rlCzDa0X6zHaf,4
108,QARAN,Haaye Oye (feat. Ash King),200029,2020-05-31 15:06:00,0.633,0.727,11,-4.104,0,0.0383,0.173,0.0,0.153,0.543,123.959,0oukMLKedsqQ3ltnI2daRO,4
109,JP Cooper,The Reason Why,186080,2020-05-31 15:10:00,0.453,0.599,2,-5.667,1,0.0257,0.259,0.196,0.132,0.202,138.036,4OTwltj2jymfgKOQBnCRw6,4
110,Why Don't We,Big Plans,179929,2020-05-31 15:13:00,0.693,0.604,11,-5.279,1,0.0427,0.0668,0.0,0.114,0.651,75.014,448hSkxDU1sUQQauBWZVcC,4
111,Rita Ora,Only Want You (Martin Jensen Remix),173173,2020-05-31 15:16:00,0.37,0.675,9,-6.167,1,0.103,0.562,0.0,0.247,0.437,76.087,5dC3Cv6uGfyr16zJtr6n1n,4
112,Jonas Blue,Younger,194720,2020-05-31 15:19:00,0.661,0.562,0,-8.114,1,0.0344,0.07,1.71e-06,0.132,0.512,111.03,3BprrMTQ3IlFvHW8oFTTQ1,4
113,The Vamps,I Found A Girl,179440,2020-05-31 15:22:00,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,0tgVpDi06FyKpA1z0VMD4v,3
114,Hailee Steinfeld,"Back to Life - from ""Bumblebee""",233858,2020-05-31 15:26:00,0.638,0.659,10,-6.215,0,0.0627,0.0127,0.0,0.187,0.341,103.029,16geeCnXrbiomV1IZ8Kudc,4
115,Seeb,Fade Out,115986,2020-05-31 15:28:00,0.485,0.799,10,-6.173,0,0.0453,0.00214,0.0,0.13,0.305,140.017,1rq6f2eXGMc9Ib7WuMvkA1,4
116,Jason Derulo,Goodbye (feat. Nicki Minaj & Willy William),195419,2020-05-31 18:54:00,0.643,0.904,0,-3.694,1,0.0739,0.0776,0.0,0.189,0.481,103.028,5Xn4IyTtW6FUGIUyWjbUHG,4
117,Jason Derulo,Talk with Your Body,188750,2020-05-31 18:57:00,0.793,0.76,0,-3.704,0,0.124,0.112,0.0,0.267,0.819,102.989,7yPcAO4F6ozQi6lTi3n3Ai,4
118,Jason Derulo,Want to Want Me,207719,2020-05-31 19:01:00,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,7oGZAicScQt96OAW4AruYy,4
119,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),216408,2020-05-31 19:08:00,0.689,0.789,1,-4.901,1,0.122,0.154,0.0,0.203,0.745,98.043,6kex4EBAj0WHXDKZMEJaaF,4
120,Jason Derulo,Mamacita (feat. Farruko),204064,2020-05-31 19:12:00,0.593,0.787,11,-3.67,1,0.34,0.303,0.0,0.0917,0.495,191.772,7iwhbx1YQcQ675DTj6AmAb,4
121,Jason Derulo,Bubblegum (feat. Tyga),205971,2020-05-31 19:15:00,0.856,0.633,11,-6.429,0,0.34,0.0718,0.0,0.112,0.77,109.011,2G76iRK1fzO5MiDvcTYkET,4
122,LAY,Let’s SHUT UP & DANCE,208260,2020-05-31 19:19:00,0.765,0.893,6,-2.891,0,0.209,0.042,0.000271,0.0331,0.715,110.051,05fVrhFBjfElZiDfHDRxhF,4
123,Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,2020-05-31 19:22:00,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,6g6A7qNhTfUgOSH7ROOxTD,4
124,Jason Derulo,Trumpets,217306,2020-05-31 19:25:00,0.635,0.691,0,-4.862,1,0.258,0.555,0.0,0.097,0.638,82.142,5KONnBIQ9LqCxyeSPin26k,4
125,Jason Derulo,Tip Toe (feat. French Montana),187521,2020-05-31 19:28:00,0.847,0.702,10,-5.151,0,0.0596,0.0246,0.0,0.0678,0.647,98.008,0TY3jVGwGDwDabLyQLVRQQ,4
126,Jason Derulo,If It Ain't Love,203105,2020-05-31 19:32:00,0.503,0.843,10,-4.991,0,0.316,0.0487,0.0,0.344,0.778,128.63,5YHR8wBR5jXfGtP766NiAT,4
127,Jason Derulo,It Girl,192200,2020-05-31 19:35:00,0.97,0.707,1,-5.497,1,0.259,0.00807,0.0,0.314,0.408,124.974,5a8z2vyIDKMh5qcRG6w9wu,4
128,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",174800,2020-05-31 19:38:00,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,5Gu0PDLN4YJeW75PpBSg9p,4
129,Jason Derulo,Want to Want Me,207719,2020-06-01 04:46:00,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,7oGZAicScQt96OAW4AruYy,4
130,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),216408,2020-06-01 04:49:00,0.689,0.789,1,-4.901,1,0.122,0.154,0.0,0.203,0.745,98.043,6kex4EBAj0WHXDKZMEJaaF,4
131,Jason Derulo,Mamacita (feat. Farruko),204064,2020-06-01 04:53:00,0.593,0.787,11,-3.67,1,0.34,0.303,0.0,0.0917,0.495,191.772,7iwhbx1YQcQ675DTj6AmAb,4
132,LAY,Let’s SHUT UP & DANCE,208260,2020-06-01 04:57:00,0.765,0.893,6,-2.891,0,0.209,0.042,0.000271,0.0331,0.715,110.051,05fVrhFBjfElZiDfHDRxhF,4
133,Jason Derulo,Talk with Your Body,188750,2020-06-01 05:00:00,0.793,0.76,0,-3.704,0,0.124,0.112,0.0,0.267,0.819,102.989,7yPcAO4F6ozQi6lTi3n3Ai,4
