,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
4809,Be Cool,2021-01-19 10:43,Rub!k,Be Cool,150447,2021-01-19 10:43:00,0.73,0.849,1,-3.263,1,0.0507,0.206,8.53e-06,0.0773,0.653,98.014,audio_features,51RtdCbXnBFGz1gvQIj9cA,spotify:track:51RtdCbXnBFGz1gvQIj9cA,https://api.spotify.com/v1/tracks/51RtdCbXnBFGz1gvQIj9cA,https://api.spotify.com/v1/audio-analysis/51RtdCbXnBFGz1gvQIj9cA,209920,4
4810,Where Have You Gone (Anywhere),2021-01-19 10:47,Lucas & Steve,Where Have You Gone (Anywhere),158602,2021-01-19 10:47:00,0.618,0.767,5,-5.024,1,0.0491,0.00564,0.0,0.147,0.239,124.067,audio_features,73RTbo2nzGjuhuAPqj3AgB,spotify:track:73RTbo2nzGjuhuAPqj3AgB,https://api.spotify.com/v1/tracks/73RTbo2nzGjuhuAPqj3AgB,https://api.spotify.com/v1/audio-analysis/73RTbo2nzGjuhuAPqj3AgB,158602,4
4811,No Sleep (feat. Bonn),2021-01-19 10:51,Martin Garrix,No Sleep (feat. Bonn),207094,2021-01-19 10:51:00,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,audio_features,1ahVFh0ViDZr8LvkEVlq3B,spotify:track:1ahVFh0ViDZr8LvkEVlq3B,https://api.spotify.com/v1/tracks/1ahVFh0ViDZr8LvkEVlq3B,https://api.spotify.com/v1/audio-analysis/1ahVFh0ViDZr8LvkEVlq3B,207095,4
4812,Get To Me,2021-01-19 10:57,Pyro,Get To Me,166492,2021-01-19 10:57:00,0.572,0.567,9,-4.549,0,0.031,0.0539,0.0,0.0538,0.579,117.005,audio_features,293vVyI6NaEAg9cEklprBt,spotify:track:293vVyI6NaEAg9cEklprBt,https://api.spotify.com/v1/tracks/293vVyI6NaEAg9cEklprBt,https://api.spotify.com/v1/audio-analysis/293vVyI6NaEAg9cEklprBt,198296,4
4813,Here With Me,2021-01-19 11:01,Marshmello,Here With Me,156346,2021-01-19 11:01:00,0.575,0.45,4,-9.306,1,0.0259,0.531,6.59e-05,0.124,0.263,132.039,audio_features,5LrN7yUQAzvthd4QujgPFr,spotify:track:5LrN7yUQAzvthd4QujgPFr,https://api.spotify.com/v1/tracks/5LrN7yUQAzvthd4QujgPFr,https://api.spotify.com/v1/audio-analysis/5LrN7yUQAzvthd4QujgPFr,242485,4
4814,Lose My Colours (feat. Sam Martin),2021-01-19 11:03,Sam Feldt,Lose My Colours (feat. Sam Martin),137731,2021-01-19 11:03:00,0.574,0.851,5,-4.748,1,0.036,0.0209,0.0,0.144,0.194,107.994,audio_features,6ZT3p9zaO17gyTW6T5UTDW,spotify:track:6ZT3p9zaO17gyTW6T5UTDW,https://api.spotify.com/v1/tracks/6ZT3p9zaO17gyTW6T5UTDW,https://api.spotify.com/v1/audio-analysis/6ZT3p9zaO17gyTW6T5UTDW,210000,4
4815,Fight,2021-01-19 11:09,DEAMN,Fight,184918,2021-01-19 11:09:00,0.716,0.946,1,-3.412,1,0.261,0.094,6.63e-05,0.0825,0.587,139.943,audio_features,6KigD0mlF4VGDYiSEzAyYw,spotify:track:6KigD0mlF4VGDYiSEzAyYw,https://api.spotify.com/v1/tracks/6KigD0mlF4VGDYiSEzAyYw,https://api.spotify.com/v1/audio-analysis/6KigD0mlF4VGDYiSEzAyYw,200571,4
4816,Bones (feat. OneRepublic),2021-01-19 11:13,Galantis,Bones (feat. OneRepublic),205792,2021-01-19 11:13:00,0.658,0.804,0,-5.735,1,0.0377,0.00463,0.0,0.178,0.508,120.047,audio_features,1pfgsjmxVZhoZpeDx6POKv,spotify:track:1pfgsjmxVZhoZpeDx6POKv,https://api.spotify.com/v1/tracks/1pfgsjmxVZhoZpeDx6POKv,https://api.spotify.com/v1/audio-analysis/1pfgsjmxVZhoZpeDx6POKv,205793,4
4817,We Don't Care,2021-01-19 11:16,Sigala,We Don't Care,207666,2021-01-19 11:16:00,0.595,0.754,11,-5.827,0,0.181,0.0142,0.0,0.247,0.647,83.155,audio_features,0IW0qaeyxL5Et4UG2MrJKB,spotify:track:0IW0qaeyxL5Et4UG2MrJKB,https://api.spotify.com/v1/tracks/0IW0qaeyxL5Et4UG2MrJKB,https://api.spotify.com/v1/audio-analysis/0IW0qaeyxL5Et4UG2MrJKB,239880,4
4818,First Class Jazz,2021-01-19 11:22,AronChupa,First Class Jazz,277685,2021-01-19 11:22:00,0.866,0.437,5,-9.981,1,0.114,0.263,0.73,0.11,0.489,120.987,audio_features,5IrbesAJuMbOooeJZXI6qs,spotify:track:5IrbesAJuMbOooeJZXI6qs,https://api.spotify.com/v1/tracks/5IrbesAJuMbOooeJZXI6qs,https://api.spotify.com/v1/audio-analysis/5IrbesAJuMbOooeJZXI6qs,277686,4
4819,Mermaids,2021-01-19 11:25,DEAMN,Mermaids,189473,2021-01-19 11:25:00,0.631,0.451,7,-9.75,0,0.0967,0.161,8.94e-06,0.124,0.144,80.979,audio_features,5Iybkap8IdZQVOeQmaEap7,spotify:track:5Iybkap8IdZQVOeQmaEap7,https://api.spotify.com/v1/tracks/5Iybkap8IdZQVOeQmaEap7,https://api.spotify.com/v1/audio-analysis/5Iybkap8IdZQVOeQmaEap7,145279,4
4820,Not Ok - Frank Walker Remix,2021-01-19 11:29,Kygo,Not Ok - Frank Walker Remix,183934,2021-01-19 11:29:00,0.679,0.866,2,-3.754,1,0.0566,0.0337,0.0,0.0688,0.441,121.927,audio_features,6VP3410weACXiPCVLKSkOb,spotify:track:6VP3410weACXiPCVLKSkOb,https://api.spotify.com/v1/tracks/6VP3410weACXiPCVLKSkOb,https://api.spotify.com/v1/audio-analysis/6VP3410weACXiPCVLKSkOb,183934,4
4821,Half a Heart,2021-01-19 11:31,BEAUZ,Half a Heart,152727,2021-01-19 11:31:00,0.515,0.714,0,-4.516,1,0.0348,0.286,0.0,0.118,0.495,155.954,audio_features,6nIE1oCE4udqMGv3bqVNVb,spotify:track:6nIE1oCE4udqMGv3bqVNVb,https://api.spotify.com/v1/tracks/6nIE1oCE4udqMGv3bqVNVb,https://api.spotify.com/v1/audio-analysis/6nIE1oCE4udqMGv3bqVNVb,188547,4
4822,Miracles (feat. Tina Stachowiak),2021-01-19 11:36,Axel Johansson,Miracles (feat. Tina Stachowiak),191500,2021-01-19 11:36:00,0.54,0.604,7,-5.915,1,0.0337,0.0272,0.0,0.196,0.123,97.961,audio_features,1tE9no1NyExKy7NCsg9ucW,spotify:track:1tE9no1NyExKy7NCsg9ucW,https://api.spotify.com/v1/tracks/1tE9no1NyExKy7NCsg9ucW,https://api.spotify.com/v1/audio-analysis/1tE9no1NyExKy7NCsg9ucW,191500,4
4823,Amsterdamned,2021-01-19 11:39,Yellow Claw,Amsterdamned,182320,2021-01-19 11:39:00,0.683,0.652,11,-5.811,0,0.0381,0.145,0.0234,0.1,0.722,149.992,audio_features,2k4WuXHm3dnC7ccWF82cWy,spotify:track:2k4WuXHm3dnC7ccWF82cWy,https://api.spotify.com/v1/tracks/2k4WuXHm3dnC7ccWF82cWy,https://api.spotify.com/v1/audio-analysis/2k4WuXHm3dnC7ccWF82cWy,182293,4
4824,Favorite Sound,2021-01-19 11:42,Audien,Favorite Sound,205714,2021-01-19 11:42:00,0.631,0.722,1,-3.031,1,0.0324,0.311,0.0,0.153,0.443,105.045,audio_features,63ZtaTHM7Cu3JEca5xrWi3,spotify:track:63ZtaTHM7Cu3JEca5xrWi3,https://api.spotify.com/v1/tracks/63ZtaTHM7Cu3JEca5xrWi3,https://api.spotify.com/v1/audio-analysis/63ZtaTHM7Cu3JEca5xrWi3,205714,3
4825,Drive My Car,2021-01-19 11:45,DEAMN,Drive My Car,196571,2021-01-19 11:45:00,0.754,0.571,2,-8.547,1,0.0421,0.0173,0.0,0.3,0.82,122.463,audio_features,06ypiqmILMdVeaiErMFA91,spotify:track:06ypiqmILMdVeaiErMFA91,https://api.spotify.com/v1/tracks/06ypiqmILMdVeaiErMFA91,https://api.spotify.com/v1/audio-analysis/06ypiqmILMdVeaiErMFA91,148893,4
4826,Post Malone (feat. RANI) - Joe Stone Remix,2021-01-19 11:50,Sam Feldt,Post Malone (feat. RANI) - Joe Stone Remix,173333,2021-01-19 11:50:00,0.721,0.879,7,-2.191,1,0.231,0.223,0.00214,0.226,0.653,125.985,audio_features,43XVdVydjpHCCGMrsjc785,spotify:track:43XVdVydjpHCCGMrsjc785,https://api.spotify.com/v1/tracks/43XVdVydjpHCCGMrsjc785,https://api.spotify.com/v1/audio-analysis/43XVdVydjpHCCGMrsjc785,173333,4
4827,Run Free,2021-01-19 11:53,Deep Chills,Run Free,170562,2021-01-19 11:53:00,0.727,0.69,7,-4.559,1,0.0345,0.202,3.27e-06,0.414,0.699,100.002,audio_features,1oIdcFtf58sZbS7QyZQJ2P,spotify:track:1oIdcFtf58sZbS7QyZQJ2P,https://api.spotify.com/v1/tracks/1oIdcFtf58sZbS7QyZQJ2P,https://api.spotify.com/v1/audio-analysis/1oIdcFtf58sZbS7QyZQJ2P,170562,4
4828,I'm Just Feelin' (Du Du Du),2021-01-19 11:55,Imanbek,I'm Just Feelin' (Du Du Du),165129,2021-01-19 11:55:00,0.736,0.657,0,-7.512,1,0.0668,0.179,4.29e-06,0.118,0.548,115.989,audio_features,73ThEGwF5i9GrsXXGyZBRa,spotify:track:73ThEGwF5i9GrsXXGyZBRa,https://api.spotify.com/v1/tracks/73ThEGwF5i9GrsXXGyZBRa,https://api.spotify.com/v1/audio-analysis/73ThEGwF5i9GrsXXGyZBRa,164885,4
4829,Getaway - VIP Mix,2021-01-19 11:58,Syn Cole,Getaway - VIP Mix,189677,2021-01-19 11:58:00,0.712,0.843,6,-3.153,1,0.0429,0.0124,0.0,0.155,0.761,124.143,audio_features,6yoa3dkJWyxpSyVs5QAQn1,spotify:track:6yoa3dkJWyxpSyVs5QAQn1,https://api.spotify.com/v1/tracks/6yoa3dkJWyxpSyVs5QAQn1,https://api.spotify.com/v1/audio-analysis/6yoa3dkJWyxpSyVs5QAQn1,189677,4
4830,Long Way Home,2021-01-19 12:02,Tritonal,Long Way Home,214153,2021-01-19 12:02:00,0.835,0.568,9,-10.604,0,0.0912,0.539,1.01e-05,0.27,0.616,142.039,audio_features,4EdmPe0XMRaqVObQ6BuvXc,spotify:track:4EdmPe0XMRaqVObQ6BuvXc,https://api.spotify.com/v1/tracks/4EdmPe0XMRaqVObQ6BuvXc,https://api.spotify.com/v1/audio-analysis/4EdmPe0XMRaqVObQ6BuvXc,220811,4
4831,Take Me Away,2021-01-19 12:07,DEAMN,Take Me Away,201784,2021-01-19 12:07:00,0.544,0.793,4,-6.115,0,0.0467,0.0382,0.0,0.066,0.429,86.06,audio_features,46DKKl6KAUKwnMUE9M86UY,spotify:track:46DKKl6KAUKwnMUE9M86UY,https://api.spotify.com/v1/tracks/46DKKl6KAUKwnMUE9M86UY,https://api.spotify.com/v1/audio-analysis/46DKKl6KAUKwnMUE9M86UY,137787,4
4832,Head & Heart (feat. MNEK),2021-01-19 12:10,Joel Corry,Head & Heart (feat. MNEK),166028,2021-01-19 12:10:00,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,audio_features,6cx06DFPPHchuUAcTxznu9,spotify:track:6cx06DFPPHchuUAcTxznu9,https://api.spotify.com/v1/tracks/6cx06DFPPHchuUAcTxznu9,https://api.spotify.com/v1/audio-analysis/6cx06DFPPHchuUAcTxznu9,166028,4
4833,Came Here for Love,2021-01-19 12:13,Sigala,Came Here for Love,202999,2021-01-19 12:13:00,0.708,0.868,6,-3.287,1,0.0431,0.0313,0.0,0.122,0.72,124.994,audio_features,3kGfazcbVvVkuZunzlLgTD,spotify:track:3kGfazcbVvVkuZunzlLgTD,https://api.spotify.com/v1/tracks/3kGfazcbVvVkuZunzlLgTD,https://api.spotify.com/v1/audio-analysis/3kGfazcbVvVkuZunzlLgTD,202999,4
4834,Holy Water,2021-01-19 12:16,Galantis,Holy Water,176657,2021-01-19 12:16:00,0.469,0.566,7,-6.966,1,0.0357,0.34,0.0,0.203,0.292,73.047,audio_features,1xI9KSGNJB2eka8FMvovvi,spotify:track:1xI9KSGNJB2eka8FMvovvi,https://api.spotify.com/v1/tracks/1xI9KSGNJB2eka8FMvovvi,https://api.spotify.com/v1/audio-analysis/1xI9KSGNJB2eka8FMvovvi,242227,4
4835,Used To Love (with Dean Lewis),2021-01-19 12:21,Martin Garrix,Used To Love (with Dean Lewis),236764,2021-01-19 12:21:00,0.651,0.693,4,-4.722,1,0.0375,0.458,0.0,0.335,0.392,118.97,audio_features,7pWK1kMgHy5lNNiIfuRbkP,spotify:track:7pWK1kMgHy5lNNiIfuRbkP,https://api.spotify.com/v1/tracks/7pWK1kMgHy5lNNiIfuRbkP,https://api.spotify.com/v1/audio-analysis/7pWK1kMgHy5lNNiIfuRbkP,236765,4
4836,Kalahari,2021-01-19 13:14,Wolfpack,Kalahari,0,2021-01-19 13:14:00,0.38,0.864,11,-4.199,1,0.116,0.031,0.838,0.426,0.118,149.219,audio_features,3901NGuMFFEQzfcaYElJDp,spotify:track:3901NGuMFFEQzfcaYElJDp,https://api.spotify.com/v1/tracks/3901NGuMFFEQzfcaYElJDp,https://api.spotify.com/v1/audio-analysis/3901NGuMFFEQzfcaYElJDp,169604,4
4837,Can We Go Back,2021-01-19 13:14,Caslow,Can We Go Back,1260,2021-01-19 13:14:00,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,audio_features,3bidbhpOYeV4knp8AIu8Xn,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,258343,4
4838,Over Now (with The Weeknd),2021-01-19 13:14,Calvin Harris,Over Now (with The Weeknd),210795,2021-01-19 13:14:00,0.612,0.884,4,-4.113,0,0.0454,0.0759,0.00132,0.247,0.679,178.043,audio_features,58AGoOGbwsQMhBbH0eFLRR,spotify:track:58AGoOGbwsQMhBbH0eFLRR,https://api.spotify.com/v1/tracks/58AGoOGbwsQMhBbH0eFLRR,https://api.spotify.com/v1/audio-analysis/58AGoOGbwsQMhBbH0eFLRR,210795,4
4839,Thinking About You,2021-01-19 13:14,Timmo Hendriks,Thinking About You,3460,2021-01-19 13:14:00,0.862,0.603,4,-3.519,1,0.0422,0.151,0.000141,0.0851,0.805,124.995,audio_features,27isIXvB8Hs5sM8lYGkkTz,spotify:track:27isIXvB8Hs5sM8lYGkkTz,https://api.spotify.com/v1/tracks/27isIXvB8Hs5sM8lYGkkTz,https://api.spotify.com/v1/audio-analysis/27isIXvB8Hs5sM8lYGkkTz,132000,4
4840,Goodbye (feat. Nicki Minaj & Willy William),2021-01-19 13:18,Jason Derulo,Goodbye (feat. Nicki Minaj & Willy William),195419,2021-01-19 13:18:00,0.643,0.904,0,-3.694,1,0.0739,0.0776,0.0,0.189,0.481,103.028,audio_features,5Xn4IyTtW6FUGIUyWjbUHG,spotify:track:5Xn4IyTtW6FUGIUyWjbUHG,https://api.spotify.com/v1/tracks/5Xn4IyTtW6FUGIUyWjbUHG,https://api.spotify.com/v1/audio-analysis/5Xn4IyTtW6FUGIUyWjbUHG,195419,4
4841,Meet Me Halfway,2021-01-19 13:22,Black Eyed Peas,Meet Me Halfway,284373,2021-01-19 13:22:00,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.29e-05,0.324,0.4,130.002,audio_features,6wOYnPq1hPihRepcDClPUw,spotify:track:6wOYnPq1hPihRepcDClPUw,https://api.spotify.com/v1/tracks/6wOYnPq1hPihRepcDClPUw,https://api.spotify.com/v1/audio-analysis/6wOYnPq1hPihRepcDClPUw,284373,4
4842,Dance Like Nobody's Watching,2021-01-19 13:27,Iggy Azalea,Dance Like Nobody's Watching,182064,2021-01-19 13:27:00,0.529,0.587,5,-5.954,1,0.0346,0.0958,0.0,0.101,0.238,121.827,audio_features,5FpEdufuunZqzyQbyetevf,spotify:track:5FpEdufuunZqzyQbyetevf,https://api.spotify.com/v1/tracks/5FpEdufuunZqzyQbyetevf,https://api.spotify.com/v1/audio-analysis/5FpEdufuunZqzyQbyetevf,231653,3
4843,Fergalicious,2021-01-19 13:32,Fergie,Fergalicious,292373,2021-01-19 13:32:00,0.906,0.583,8,-7.721,0,0.317,0.0569,0.0,0.126,0.829,129.056,audio_features,1D066zixBwqFYqBhKgdPzp,spotify:track:1D066zixBwqFYqBhKgdPzp,https://api.spotify.com/v1/tracks/1D066zixBwqFYqBhKgdPzp,https://api.spotify.com/v1/audio-analysis/1D066zixBwqFYqBhKgdPzp,292373,4
4844,Pretty Girls,2021-01-19 13:34,Britney Spears,Pretty Girls,163960,2021-01-19 13:34:00,0.732,0.511,6,-6.981,1,0.0518,0.314,0.0,0.091,0.64,96.967,audio_features,1A6szOUMGCxIBy6rpxxbV1,spotify:track:1A6szOUMGCxIBy6rpxxbV1,https://api.spotify.com/v1/tracks/1A6szOUMGCxIBy6rpxxbV1,https://api.spotify.com/v1/audio-analysis/1A6szOUMGCxIBy6rpxxbV1,133608,4
4845,Harleys In Hawaii - KANDY Remix,2021-01-19 13:35,Katy Perry,Harleys In Hawaii - KANDY Remix,52334,2021-01-19 13:35:00,0.661,0.796,10,-5.513,0,0.154,0.143,0.0,0.276,0.472,128.072,audio_features,5EECgBC0NjIaUd8ke9YYTo,spotify:track:5EECgBC0NjIaUd8ke9YYTo,https://api.spotify.com/v1/tracks/5EECgBC0NjIaUd8ke9YYTo,https://api.spotify.com/v1/audio-analysis/5EECgBC0NjIaUd8ke9YYTo,165010,4
4846,Shower,2021-01-19 14:48,Becky G,Shower,206166,2021-01-19 14:48:00,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,audio_features,3DmW6y7wTEYHJZlLo1r6XJ,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/tracks/3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/audio-analysis/3DmW6y7wTEYHJZlLo1r6XJ,206167,4
4847,Can't Stop Dancin',2021-01-19 14:51,Becky G,Can't Stop Dancin',128360,2021-01-19 14:51:00,0.645,0.669,0,-7.946,0,0.0638,0.00545,0.00138,0.0997,0.568,100.052,audio_features,5NetSTs4dgiR6GLrZOQcwJ,spotify:track:5NetSTs4dgiR6GLrZOQcwJ,https://api.spotify.com/v1/tracks/5NetSTs4dgiR6GLrZOQcwJ,https://api.spotify.com/v1/audio-analysis/5NetSTs4dgiR6GLrZOQcwJ,198853,4
4848,Shower,2021-01-19 14:55,Becky G,Shower,206166,2021-01-19 14:55:00,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,audio_features,3DmW6y7wTEYHJZlLo1r6XJ,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/tracks/3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/audio-analysis/3DmW6y7wTEYHJZlLo1r6XJ,206167,4
4849,Work from Home (feat. Ty Dolla $ign),2021-01-19 15:01,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,2021-01-19 15:01:00,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,audio_features,4tCtwWceOPWzenK2HAIJSb,spotify:track:4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/audio-analysis/4tCtwWceOPWzenK2HAIJSb,214480,4
4850,Who Says,2021-01-19 15:06,Selena Gomez & The Scene,Who Says,195613,2021-01-19 15:06:00,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,audio_features,3TcL0dyCMyr0kyTTc4NLgI,spotify:track:3TcL0dyCMyr0kyTTc4NLgI,https://api.spotify.com/v1/tracks/3TcL0dyCMyr0kyTTc4NLgI,https://api.spotify.com/v1/audio-analysis/3TcL0dyCMyr0kyTTc4NLgI,195613,4
4851,Lola,2021-01-19 15:57,Iggy Azalea,Lola,232123,2021-01-19 15:57:00,0.365,0.787,9,-6.022,1,0.0413,0.481,0.0,0.0739,0.589,147.525,audio_features,4Mpx2edA7Dz3yxlfNqVlXu,spotify:track:4Mpx2edA7Dz3yxlfNqVlXu,https://api.spotify.com/v1/tracks/4Mpx2edA7Dz3yxlfNqVlXu,https://api.spotify.com/v1/audio-analysis/4Mpx2edA7Dz3yxlfNqVlXu,265160,4
4852,Break a Sweat,2021-01-19 15:58,Becky G,Break a Sweat,97464,2021-01-19 15:58:00,0.786,0.7,5,-5.041,0,0.059,0.116,0.000204,0.263,0.65,109.021,audio_features,28r9sD2b6FluK7YHjTJ0fl,spotify:track:28r9sD2b6FluK7YHjTJ0fl,https://api.spotify.com/v1/tracks/28r9sD2b6FluK7YHjTJ0fl,https://api.spotify.com/v1/audio-analysis/28r9sD2b6FluK7YHjTJ0fl,208240,4
4853,Shower,2021-01-19 16:02,Becky G,Shower,206166,2021-01-19 16:02:00,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,audio_features,3DmW6y7wTEYHJZlLo1r6XJ,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/tracks/3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/audio-analysis/3DmW6y7wTEYHJZlLo1r6XJ,206167,4
4854,Built For This,2021-01-19 16:03,Becky G,Built For This,4940,2021-01-19 16:03:00,0.713,0.553,8,-5.221,1,0.0972,0.0268,0.000342,0.323,0.161,75.009,audio_features,5ihWb5kpd7brDr32wNebn6,spotify:track:5ihWb5kpd7brDr32wNebn6,https://api.spotify.com/v1/tracks/5ihWb5kpd7brDr32wNebn6,https://api.spotify.com/v1/audio-analysis/5ihWb5kpd7brDr32wNebn6,173180,4
4855,Why Don't We,2021-01-19 16:03,Austin Mahone,Why Don't We,1510,2021-01-19 16:03:00,0.623,0.624,1,-5.469,1,0.0595,0.0941,0.0,0.119,0.347,180.016,audio_features,2N2s2s2w0jmSIPNZcm8Jnr,spotify:track:2N2s2s2w0jmSIPNZcm8Jnr,https://api.spotify.com/v1/tracks/2N2s2s2w0jmSIPNZcm8Jnr,https://api.spotify.com/v1/audio-analysis/2N2s2s2w0jmSIPNZcm8Jnr,204907,4
4856,Worth It (feat. Kid Ink),2021-01-19 16:03,Fifth Harmony,Worth It (feat. Kid Ink),4060,2021-01-19 16:03:00,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,audio_features,41Fflg7qHiVOD6dEPvsCzO,spotify:track:41Fflg7qHiVOD6dEPvsCzO,https://api.spotify.com/v1/tracks/41Fflg7qHiVOD6dEPvsCzO,https://api.spotify.com/v1/audio-analysis/41Fflg7qHiVOD6dEPvsCzO,224573,4
4857,Lovin' So Hard,2021-01-19 16:04,Becky G,Lovin' So Hard,26610,2021-01-19 16:04:00,0.603,0.828,9,-5.664,1,0.0505,0.0616,3.26e-05,0.138,0.551,77.5,audio_features,5EnCFISDzoIMWMaicJxxX9,spotify:track:5EnCFISDzoIMWMaicJxxX9,https://api.spotify.com/v1/tracks/5EnCFISDzoIMWMaicJxxX9,https://api.spotify.com/v1/audio-analysis/5EnCFISDzoIMWMaicJxxX9,221453,4
4858,Say It All,2021-01-19 16:07,Liam Payne,Say It All,197900,2021-01-19 16:07:00,0.622,0.739,6,-4.685,1,0.0422,0.322,0.0,0.111,0.687,121.951,audio_features,57CyqjHnj1E9dNysbxLysv,spotify:track:57CyqjHnj1E9dNysbxLysv,https://api.spotify.com/v1/tracks/57CyqjHnj1E9dNysbxLysv,https://api.spotify.com/v1/audio-analysis/57CyqjHnj1E9dNysbxLysv,207251,4
4859,Happy,2021-01-20 04:50,DEAMN,Happy,120106,2021-01-20 04:50:00,0.732,0.855,7,-4.064,1,0.0415,0.306,0.0,0.12,0.221,106.004,audio_features,3ZEno9fORwMA1HPecdLi0R,spotify:track:3ZEno9fORwMA1HPecdLi0R,https://api.spotify.com/v1/tracks/3ZEno9fORwMA1HPecdLi0R,https://api.spotify.com/v1/audio-analysis/3ZEno9fORwMA1HPecdLi0R,242691,4
4860,Without You,2021-01-20 04:53,DEAMN,Without You,184918,2021-01-20 04:53:00,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,audio_features,1KMkcUvF7m3SDChDOa7i5L,spotify:track:1KMkcUvF7m3SDChDOa7i5L,https://api.spotify.com/v1/tracks/1KMkcUvF7m3SDChDOa7i5L,https://api.spotify.com/v1/audio-analysis/1KMkcUvF7m3SDChDOa7i5L,161385,4
4861,What Are You Waiting For,2021-01-20 04:56,DEAMN,What Are You Waiting For,129557,2021-01-20 04:56:00,0.619,0.776,6,-4.481,1,0.0498,0.0529,0.0,0.163,0.504,91.007,audio_features,1PILWAtGLdG772MCA51sZ6,spotify:track:1PILWAtGLdG772MCA51sZ6,https://api.spotify.com/v1/tracks/1PILWAtGLdG772MCA51sZ6,https://api.spotify.com/v1/audio-analysis/1PILWAtGLdG772MCA51sZ6,194581,4
4862,Never Gonna Forget (with Diplo feat. Elderbrook),2021-01-20 07:05,Black Coffee,Never Gonna Forget (with Diplo feat. Elderbrook),192265,2021-01-20 07:05:00,0.694,0.675,11,-9.89,0,0.0284,0.0382,0.00838,0.0858,0.455,119.96,audio_features,68GFN13nt7FkVT6p55TTON,spotify:track:68GFN13nt7FkVT6p55TTON,https://api.spotify.com/v1/tracks/68GFN13nt7FkVT6p55TTON,https://api.spotify.com/v1/audio-analysis/68GFN13nt7FkVT6p55TTON,199768,4
4863,Your Love (9PM),2021-01-20 07:07,ATB,Your Love (9PM),141952,2021-01-20 07:07:00,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,audio_features,5YaskwnGDZFDRipaqzbwQx,spotify:track:5YaskwnGDZFDRipaqzbwQx,https://api.spotify.com/v1/tracks/5YaskwnGDZFDRipaqzbwQx,https://api.spotify.com/v1/audio-analysis/5YaskwnGDZFDRipaqzbwQx,150053,4
4864,Golden (feat. RIELL),2021-01-20 07:10,Blasterjaxx,Golden (feat. RIELL),163154,2021-01-20 07:10:00,0.576,0.799,8,-4.924,1,0.101,0.0268,0.0,0.148,0.31,124.948,audio_features,6FE9Cfmoq6j5fAp8WsXgxS,spotify:track:6FE9Cfmoq6j5fAp8WsXgxS,https://api.spotify.com/v1/tracks/6FE9Cfmoq6j5fAp8WsXgxS,https://api.spotify.com/v1/audio-analysis/6FE9Cfmoq6j5fAp8WsXgxS,168240,4
4865,Into The Light,2021-01-20 07:13,Nicky Romero,Into The Light,185670,2021-01-20 07:13:00,0.173,0.233,0,-13.509,0,0.035,0.785,0.978,0.104,0.0522,64.685,audio_features,56ip230HpH0onzY1mgiaa0,spotify:track:56ip230HpH0onzY1mgiaa0,https://api.spotify.com/v1/tracks/56ip230HpH0onzY1mgiaa0,https://api.spotify.com/v1/audio-analysis/56ip230HpH0onzY1mgiaa0,175658,4
4866,Runaway,2021-01-20 07:18,Wisnu Prasetya,Runaway,211905,2021-01-20 07:18:00,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,audio_features,3DK6m7It6Pw857FcQftMds,spotify:track:3DK6m7It6Pw857FcQftMds,https://api.spotify.com/v1/tracks/3DK6m7It6Pw857FcQftMds,https://api.spotify.com/v1/audio-analysis/3DK6m7It6Pw857FcQftMds,547733,4
